"BehaviorSpace results (NetLogo 6.2.0)"
"harvest.nlogo"
"SSD-experiment"
"05/23/2022 11:17:44:505 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","20","0","20"
"[run number]","render?","always-update-turtle-constants","density","spread-rate","num-turtles-s1","num-turtles-s2","shoot-vision-s1","shoot-vision-s2","shoot-accuracy-s1","shoot-accuracy-s2","shoot-threshold-s1","shoot-threshold-s2","shoot-chance-s1","shoot-chance-s2","eat-vision-s1","eat-vision-s2","eat-threshold-s1","eat-threshold-s2","[step]","overall-avg-gain","s1-avg-gain","s2-avg-gain","equality","sum-tics-alive / (ticks * num-turtles)","sum-time-gains / (sum [gain] of turtles)"
"3383","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","1","1000","0.24974974974974976","0","0.24974974974974976","0.9869739485483994","0.808","505.42284569138275"
"3384","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","1","1000","0.2087087087087087","0","0.2087087087087087","0.9892086337404896","0.849","483.6019184652278"
"3386","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","2","1000","0.22622622622622623","0","0.22622622622622623","0.9845132751928498","0.8685","482.85176991150445"
"3389","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","2","1000","0.2222222222222222","0","0.2222222222222222","0.9774774787456375","0.844","470.7072072072072"
"3388","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","2","1000","0.20270270270270271","0","0.20270270270270271","0.9740740756744398","0.904","488.0148148148148"
"3387","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","2","1000","0.18868868868868868","0","0.18868868868868868","0.9748010626789746","0.856","525.1777188328913"
"3390","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","2","1000","0.23973973973973975","0","0.23973973973973975","0.9926931110285433","0.952","498.1043841336117"
"3391","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","3","1000","0.1896896896896897","0","0.1896896896896897","0.9828496053529284","0.82","492.57519788918205"
"3392","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","3","1000","0.22572572572572572","0","0.22572572572572572","0.9922394682794087","0.748","462.49445676274945"
"3385","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","1","1000","0.27627627627627627","0","0.27627627627627627","0.9945652176374449","0.8875","480.7373188405797"
"3394","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","3","1000","0.17467467467467468","0","0.17467467467467468","0.9899713474232559","0.844","511.3409742120344"
"3393","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","3","1000","0.17517517517517517","0","0.17517517517517517","0.9828571440816326","0.878","497.3485714285714"
"3395","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","3","1000","0.17217217217217218","0","0.17217217217217218","0.933139539742766","0.844","489.4970930232558"
"3396","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","4","1000","0.0965965965965966","0","0.0965965965965966","0.893782397178446","0.88","487.31088082901556"
"3398","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","4","1000","0.17517517517517517","0","0.17517517517517517","0.868571437959183","0.94","497.0857142857143"
"3399","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","4","1000","0.06156156156156156","0","0.06156156156156156","0.8902439247471697","0.856","442.3739837398374"
"3397","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","4","1000","0.043043043043043044","0","0.043043043043043044","0.8953488676311431","0.976","497.9186046511628"
"3400","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","0","4","1000","0.05055055055055055","0","0.05055055055055055","0.9356435802862425","0.844","465.8514851485148"
"3401","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","0","1000","0.08208208208208208","0","0.08208208208208208","0.9268292794467562","0.868","170.7378048780488"
"3402","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","0","1000","0.08358358358358359","0","0.08358358358358359","0.9251497118039353","0.964","137.0239520958084"
"3403","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","0","1000","0.08258258258258258","0","0.08258258258258258","0.9727272768595036","0.8145","164.06060606060606"
"3404","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","0","1000","0.11811811811811812","0","0.11811811811811812","0.95762712313272","0.933","192.1906779661017"
"3407","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","1","1000","0.24124124124124124","0","0.24124124124124124","0.987551867865567","0.815","475.02904564315355"
"3406","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","1","1000","0.2577577577577578","0","0.2577577577577578","0.9757281565180507","0.872","496.4990291262136"
"3405","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","0","1000","0.1041041041041041","0","0.1041041041041041","0.9086538571329499","0.868","162.48076923076923"
"3411","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","2","1000","0.24474474474474475","0","0.24474474474474475","0.9723926394482291","0.868","486.7075664621677"
"3409","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","1","1000","0.21921921921921922","0","0.21921921921921922","0.9634703217197305","0.832","459.67351598173514"
"3413","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","2","1000","0.22822822822822822","0","0.22822822822822822","0.997807017664089","0.76","525.3464912280701"
"3412","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","2","1000","0.1991991991991992","0","0.1991991991991992","0.9899497493750158","0.748","485.06281407035175"
"3410","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","1","1000","0.1956956956956957","0","0.1956956956956957","0.9987212277032463","0.859","485.4296675191816"
"3414","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","2","1000","0.23823823823823823","0","0.23823823823823823","0.9978991597742038","0.868","502.7857142857143"
"3408","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","1","1000","0.28428428428428426","0","0.28428428428428426","0.9700704238525342","0.8655","469.41021126760563"
"3415","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","2","1000","0.17667667667667666","0","0.17667667667667666","0.9419263497219299","0.808","475.5014164305949"
"3417","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","3","1000","0.16416416416416416","0","0.16416416416416416","0.972560977701145","0.82","501.405487804878"
"3416","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","3","1000","0.15065065065065064","0","0.15065065065065064","0.8986711047615361","0.88","506.86378737541526"
"3418","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","3","1000","0.12912912912912913","0","0.12912912912912913","0.972868219683312","0.76","488.1279069767442"
"3420","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","3","1000","0.11411411411411411","0","0.11411411411411411","0.9912280711372728","0.856","467.93859649122805"
"3419","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","3","1000","0.17767767767767767","0","0.17767767767767767","0.9845070433445744","0.892","503.3211267605634"
"3421","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","4","1000","0.07507507507507508","0","0.07507507507507508","0.9400000099999983","0.868","531.6133333333333"
"3423","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","4","1000","0.0960960960960961","0","0.0960960960960961","0.9218750101725247","0.952","511.5364583333333"
"3424","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","4","1000","0.06506506506506507","0","0.06506506506506507","0.8923077130177475","0.94","439.1"
"3425","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","4","1000","0.07307307307307308","0","0.07307307307307308","0.9794520583130037","0.9275","525.4931506849315"
"3422","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","1","4","1000","0.07707707707707707","0","0.07707707707707707","0.948051956485072","0.844","490.8961038961039"
"3426","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","0","1000","0.10710710710710711","0","0.10710710710710711","0.8831775837409365","0.8805","194.69158878504672"
"3427","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","0","1000","0.12912912912912913","0","0.12912912912912913","0.9496124079832938","0.832","199.6860465116279"
"3428","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","0","1000","0.08108108108108109","0","0.08108108108108109","0.8950617445892369","0.904","162.39506172839506"
"3429","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","0","1000","0.13813813813813813","0","0.13813813813813813","0.9601449311462925","0.844","284.7028985507246"
"3430","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","0","1000","0.11161161161161161","0","0.11161161161161161","0.9170403680448018","0.88","218.19730941704037"
"3431","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","1","1000","0.26626626626626626","0","0.26626626626626626","0.9962406016804228","0.88","479.453007518797"
"3432","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","1","1000","0.22322322322322322","0","0.22322322322322322","0.9663677148897021","0.88","477.7533632286995"
"3434","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","1","1000","0.25625625625625625","0","0.25625625625625625","0.9687500015258789","0.964","467.130859375"
"3435","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","1","1000","0.22822822822822822","0","0.22822822822822822","0.9912280706563558","0.904","475.2368421052632"
"3436","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","2","1000","0.2012012012012012","0","0.2012012012012012","0.962686569484666","0.807","496.24626865671644"
"3433","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","1","1000","0.17317317317317318","0","0.17317317317317318","0.997109826798423","0.866","447.14161849710985"
"3437","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","2","1000","0.18768768768768768","0","0.18768768768768768","0.9826666678222221","0.88","483.41066666666666"
"3438","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","2","1000","0.1986986986986987","0","0.1986986986986987","0.9685138558870368","0.869","493.2468513853904"
"3439","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","2","1000","0.24524524524524524","0","0.24524524524524524","0.9714285728862972","0.872","507.8938775510204"
"3440","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","2","1000","0.26176176176176175","0","0.26176176176176175","0.9875717023149282","0.8515","499.73996175908223"
"3443","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","3","1000","0.1956956956956957","0","0.1956956956956957","0.9603580588006356","0.8495","516.2915601023018"
"3442","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","3","1000","0.1931931931931932","0","0.1931931931931932","0.9326424914091651","0.838","493.2642487046632"
"3441","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","3","1000","0.0945945945945946","0","0.0945945945945946","0.9603174655664728","0.88","465.2433862433862"
"3445","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","3","1000","0.15215215215215216","0","0.15215215215215216","0.973684212690443","0.688","508.8486842105263"
"3446","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","4","1000","0.08558558558558559","0","0.08558558558558559","0.8918128813139062","0.832","424.1345029239766"
"3444","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","3","1000","0.17017017017017017","0","0.17017017017017017","0.9882352949826989","0.7855","488.63529411764705"
"3447","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","4","1000","0.12662662662662663","0","0.12662662662662663","0.9584980278164004","0.868","480.5375494071146"
"3448","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","4","1000","0.12812812812812813","0","0.12812812812812813","0.9023437595367423","0.825","494.37109375"
"3449","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","4","1000","0.12862862862862862","0","0.12862862862862862","0.9785992238716709","0.808","495.2023346303502"
"3450","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","2","4","1000","0.0920920920920921","0","0.0920920920920921","0.945652181297258","0.88","484.5108695652174"
"3451","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","0","1000","0.08058058058058058","0","0.08058058058058058","0.9658385146213486","0.8745","152.6832298136646"
"3452","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","0","1000","0.08758758758758758","0","0.08758758758758758","0.9800000028571425","0.834","189.14285714285714"
"3453","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","0","1000","0.1011011011011011","0","0.1011011011011011","0.9504950556318","0.868","169.14356435643563"
"3456","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","1","1000","0.23123123123123124","0","0.23123123123123124","0.9870129877157474","0.926","484.7164502164502"
"3458","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","1","1000","0.22072072072072071","0","0.22072072072072071","0.9693877568374287","0.892","494.18367346938777"
"3455","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","0","1000","0.07857857857857858","0","0.07857857857857858","0.91401275254574","0.928","135.64968152866243"
"3457","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","1","1000","0.16166166166166165","0","0.16166166166166165","0.9458204376299971","0.856","457.4241486068112"
"3459","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","1","1000","0.23523523523523523","0","0.23523523523523523","0.9893617026935264","0.916","427.9297872340426"
"3454","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","0","1000","0.0920920920920921","0","0.0920920920920921","0.9673913087783548","0.844","163.5923913043478"
"3460","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","1","1000","0.2197197197197197","0","0.2197197197197197","0.9396355387451287","0.844","487.0728929384966"
"3461","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","2","1000","0.2157157157157157","0","0.2157157157157157","0.9779582379374572","0.844","503.56380510440835"
"3462","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","2","1000","0.23223223223223224","0","0.23223223223223224","0.9590517263441958","0.796","518.6918103448276"
"3464","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","2","1000","0.20520520520520522","0","0.20520520520520522","0.9609756121356334","0.8395","504.909756097561"
"3463","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","2","1000","0.20770770770770772","0","0.20770770770770772","0.9602409662505442","0.813","518.5204819277109"
"3465","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","2","1000","0.1991991991991992","0","0.1991991991991992","0.9673366854688011","0.82","532.0025125628141"
"3466","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","3","1000","0.12212212212212212","0","0.12212212212212212","0.9795081988208812","0.892","494.9139344262295"
"3468","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","3","1000","0.20270270270270271","0","0.20270270270270271","0.9765432113244932","0.832","480.8197530864198"
"3469","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","3","1000","0.23023023023023023","0","0.23023023023023023","0.9978260870746691","0.856","473.1717391304348"
"3470","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","3","1000","0.18468468468468469","0","0.18468468468468469","0.9932249327083379","0.82","488.4688346883469"
"3467","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","3","1000","0.12162162162162163","0","0.12162162162162163","0.9773662574726073","0.808","516.7201646090535"
"3471","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","4","1000","0.11261261261261261","0","0.11261261261261261","0.9000000111111098","0.892","530.92"
"3472","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","4","1000","0.0990990990990991","0","0.0990990990990991","0.9343434426334037","0.892","479.5858585858586"
"3473","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","4","1000","0.11761761761761762","0","0.11761761761761762","0.9765957471706652","0.82","486.3063829787234"
"3474","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","4","1000","0.08708708708708708","0","0.08708708708708708","0.9885057487779096","0.892","521.4310344827586"
"3475","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","3","4","1000","0.10960960960960961","0","0.10960960960960961","0.947488590469339","0.8815","484.958904109589"
"3476","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","0","1000","0.09259259259259259","0","0.09259259259259259","0.9702702742878008","0.772","212.12972972972972"
"3477","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","0","1000","0.07907907907907907","0","0.07907907907907907","0.9303797578513041","0.8915","123.24683544303798"
"3481","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","1","1000","0.22372372372372373","0","0.22372372372372373","0.9944071591494877","0.88","493.6331096196868"
"3479","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","0","1000","0.12162162162162163","0","0.12162162162162163","0.98559670930075","0.926","168.08230452674897"
"3480","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","0","1000","0.1016016016016016","0","0.1016016016016016","0.869458144155401","0.832","176.91625615763547"
"3482","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","1","1000","0.20270270270270271","0","0.20270270270270271","0.9691358043743331","0.88","463.720987654321"
"3483","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","1","1000","0.25125125125125125","0","0.25125125125125125","0.958167332760591","0.868","483.6573705179283"
"3484","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","1","1000","0.27127127127127126","0","0.27127127127127126","0.9630996326983564","0.853","478.21033210332104"
"3487","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","2","1000","0.1986986986986987","0","0.1986986986986987","0.9231738083643698","0.796","497.77833753148616"
"3486","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","2","1000","0.22672672672672672","0","0.22672672672672672","0.9900662257137844","0.9095","449.3664459161148"
"3478","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","0","1000","0.08208208208208208","0","0.08208208208208208","0.9390243995389634","0.853","127.65853658536585"
"3485","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","1","1000","0.22722722722722724","0","0.22722722722722724","0.964757711191756","0.822","481.5837004405286"
"3488","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","2","1000","0.2097097097097097","0","0.2097097097097097","0.9606205274092764","0.892","484.07398568019096"
"3489","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","2","1000","0.25925925925925924","0","0.25925925925925924","0.9768339779520281","0.892","484.8706563706564"
"3490","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","2","1000","0.18618618618618618","0","0.18618618618618618","0.9543010783399812","0.79","472.1774193548387"
"3491","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","3","1000","0.14814814814814814","0","0.14814814814814814","0.9527027066974065","0.76","460.8885135135135"
"3495","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","3","1000","0.17167167167167166","0","0.17167167167167166","0.9752186606983484","0.856","485.865889212828"
"3496","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","4","1000","0.11361361361361362","0","0.11361361361361362","0.9845814994954296","0.82","472.1101321585903"
"3492","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","3","1000","0.1021021021021021","0","0.1021021021021021","0.9901960796328334","0.844","474.77450980392155"
"3493","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","3","1000","0.19019019019019018","0","0.19019019019019018","0.9473684245152352","0.818","491.2236842105263"
"3498","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","4","1000","0.15015015015015015","0","0.15015015015015015","0.9900000008333333","0.796","502.62"
"3497","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","4","1000","0.07457457457457457","0","0.07457457457457457","0.9295302131660717","0.892","528.738255033557"
"3494","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","3","1000","0.18118118118118118","0","0.18118118118118118","0.9530386772763344","0.808","479.70165745856355"
"3499","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","4","1000","0.035035035035035036","0","0.035035035035035036","0.8714286173469223","0.868","526.9857142857143"
"3500","false","false","30","10","0","5","5","5","50","50","4","40","50","50","5","5","4","4","1000","0.12112112112112113","0","0.12112112112112113","0.9958677690219246","0.784","456.41735537190084"
"3501","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","0","1000","0.08558558558558559","0","0.08558558558558559","0.9795321667350634","1","159.35672514619884"
"3502","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","0","1000","0.07557557557557558","0","0.07557557557557558","0.9370861031314399","1","154.13907284768212"
"3504","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","0","1000","0.0935935935935936","0","0.0935935935935936","0.938502682018358","1","153.6042780748663"
"3503","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","0","1000","0.07957957957957958","0","0.07957957957957958","0.915094352972586","1","125.57232704402516"
"3507","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","1","1000","0.23023023023023023","0","0.23023023023023023","0.9478260897920603","1","466.6913043478261"
"3505","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","0","1000","0.07057057057057058","0","0.07057057057057058","0.9964539013379607","1","121.23404255319149"
"3508","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","1","1000","0.23123123123123124","0","0.23123123123123124","0.9891774897631228","1","471.8787878787879"
"3506","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","1","1000","0.24374374374374375","0","0.24374374374374375","0.9661190982485063","1","465.0924024640657"
"3509","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","1","1000","0.21771771771771772","0","0.21771771771771772","0.9850574721231338","1","470.2413793103448"
"3511","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","2","1000","0.2682682682682683","0","0.2682682682682683","0.957089554240226","1","491.2705223880597"
"3510","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","1","1000","0.2067067067067067","0","0.2067067067067067","0.9745762727254073","1","440.9031476997579"
"3513","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","2","1000","0.26676676676676675","0","0.26676676676676675","0.9840525335810256","1","488.4634146341463"
"3512","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","2","1000","0.2147147147147147","0","0.2147147147147147","0.9778554791459511","1","509.3962703962704"
"3514","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","2","1000","0.25425425425425424","0","0.25425425425425424","0.9803149615986732","1","496.9724409448819"
"3515","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","2","1000","0.2527527527527528","0","0.2527527527527528","0.9752475259778453","1","482.83960396039606"
"3516","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","3","1000","0.2132132132132132","0","0.2132132132132132","0.9976525822973836","1","506.2206572769953"
"3517","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","3","1000","0.22122122122122123","0","0.22122122122122123","0.9728506802686266","1","490.6877828054299"
"3518","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","3","1000","0.16166166166166165","0","0.16166166166166165","0.9582043376002835","1","483.5201238390093"
"3519","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","3","1000","0.25725725725725723","0","0.25725725725725723","0.9902723740139896","1","490.35603112840465"
"3520","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","3","1000","0.1976976976976977","0","0.1976976976976977","0.9759493686107995","1","500.5772151898734"
"3522","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","4","1000","0.12512512512512514","0","0.12512512512512514","0.9800000019999998","1","476.716"
"3521","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","4","1000","0.09059059059059059","0","0.09059059059059059","0.9861878472116233","1","461.0662983425414"
"3523","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","4","1000","0.13213213213213212","0","0.13213213213213212","0.9431818235623273","1","523.8522727272727"
"3525","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","4","1000","0.12112112112112113","0","0.12112112112112113","0.9710743831534728","1","478.0289256198347"
"3526","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","0","1000","0.08008008008008008","0","0.08008008008008008","0.9125000136718728","1","142.475"
"3527","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","0","1000","0.09009009009009009","0","0.09009009009009009","0.9777777808641971","1","160.13333333333333"
"3531","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","1","1000","0.2807807807807808","0","0.2807807807807808","0.9759358299493837","1","471.39928698752226"
"3528","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","0","1000","0.08458458458458458","0","0.08458458458458458","0.9911242616680086","1","127.0828402366864"
"3529","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","0","1000","0.09109109109109109","0","0.09109109109109109","0.9945054952602341","1","181.5054945054945"
"3532","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","1","1000","0.23723723723723725","0","0.23723723723723725","0.9704641365788957","1","484.63291139240505"
"3530","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","0","1000","0.0960960960960961","0","0.0960960960960961","0.9375000081380198","1","143.75520833333334"
"3524","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","0","4","1000","0.1021021021021021","0","0.1021021021021021","0.9754901990820835","1","537.5784313725491"
"3533","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","1","1000","0.2702702702702703","0","0.2702702702702703","0.9722222235082304","1","481.55925925925925"
"3536","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","2","1000","0.25075075075075076","0","0.25075075075075076","0.9930139724044924","1","499.5049900199601"
"3534","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","1","1000","0.3003003003003003","0","0.3003003003003003","0.9433333356944443","1","468.8333333333333"
"3537","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","2","1000","0.3088088088088088","0","0.3088088088088088","0.9943273908295223","1","493.5705024311183"
"3535","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","1","1000","0.28928928928928926","0","0.28928928928928926","0.9896193776116187","1","462.37370242214536"
"3538","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","2","1000","0.23173173173173173","0","0.23173173173173173","0.9859611238681899","1","499.72138228941685"
"3539","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","2","1000","0.21871871871871873","0","0.21871871871871873","0.9668192238661771","1","481.9427917620137"
"3542","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","3","1000","0.2072072072072072","0","0.2072072072072072","0.9758454120866297","1","469.74154589371983"
"3541","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","3","1000","0.13413413413413414","0","0.13413413413413414","0.9850746282579638","1","498.0186567164179"
"3544","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","3","1000","0.14114114114114115","0","0.14114114114114115","0.936170218424626","1","484.5354609929078"
"3545","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","3","1000","0.14364364364364365","0","0.14364364364364365","0.9529616765712825","1","494.37979094076655"
"3543","false","false","30","10","0","5","5","5","50","50","8","0","50","50","5","5","1","3","1000","0.14464464464464463","0","0.14464464464464463","0.9152249208282941","1","485.53287197231833"
