"BehaviorSpace results (NetLogo 6.2.0)"
"harvest.nlogo"
"prison"
"05/23/2022 17:02:12:610 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","52","0","32"
"[run number]","render?","always-update-turtle-constants","density","spread-rate","num-turtles-s1","num-turtles-s2","shoot-vision-s1","shoot-vision-s2","shoot-accuracy-s1","shoot-accuracy-s2","shoot-threshold-s1","shoot-threshold-s2","shoot-chance-s1","shoot-chance-s2","eat-vision-s1","eat-vision-s2","eat-threshold-s1","eat-threshold-s2","[step]","overall-avg-gain","s1-avg-gain","s2-avg-gain","equality","sum-tics-alive / (ticks * num-turtles)","sum-time-gains / (sum [gain] of turtles + 0.001)"
"45","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13755422088755423","0.07567567567567568","0.18175318175318175","0.739286436882741","0.6360833333333333","491.8729582335002"
"46","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1797630964297631","0.12278945612278945","0.23673673673673673","0.8033095901005414","0.75375","499.40672881358284"
"48","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16166166166166165","0.11924424424424425","0.2464964964964965","0.7673858617131063","0.8030833333333334","474.4362877005739"
"47","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.171338004671338","0.0990990990990991","0.27247247247247247","0.7252703992210321","0.8073333333333333","503.000241966776"
"49","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1991157824491158","0.1786230675119564","0.26059392726059394","0.8438416425013238","0.8453333333333334","504.1129015027643"
"50","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1842676009342676","0.16876876876876876","0.26176176176176175","0.8392806247170665","0.9","499.3723407096692"
"53","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1682515849182516","0","0.1682515849182516","0.7982564869479084","0.60025","498.12469106361374"
"54","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13772105438772106","0.06006006006006006","0.1447811447811448","0.7693812436906925","0.57975","469.82043015116284"
"51","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.20028361695028363","0.19073619073619075","0.3053053053053053","0.9019117451062058","0.9355833333333333","501.72365609177166"
"52","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.18752085418752085","0.18752085418752085","0","0.9392310794780545","1","493.67237825961814"
"55","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16091091091091092","0.09759759759759759","0.1735735735735736","0.813677207936588","0.61975","488.2765742474991"
"56","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1225392058725392","0.058725392058725394","0.14381047714381048","0.803537712729748","0.66425","502.54220385146095"
"57","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16057724391057723","0.1006006006006006","0.19056556556556556","0.7803164502164502","0.68375","481.40442524445444"
"58","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16466466466466467","0.09329329329329329","0.21564421564421565","0.7769490374873353","0.7018333333333333","493.50836195118444"
"59","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17942942942942944","0.13630296963630298","0.2225558892225559","0.8253138078697625","0.7383333333333333","499.90120878604887"
"60","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17959626292959627","0.1236951236951237","0.25785785785785786","0.7850125251586932","0.7255833333333334","470.4609983924763"
"61","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16049382716049382","0.11423923923923925","0.253003003003003","0.7550376299376299","0.7758333333333334","521.7071092998392"
"62","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17717717717717718","0.14748081414748082","0.26626626626626626","0.8087158192090396","0.8355","493.806264686316"
"63","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19302635969302637","0.17467467467467468","0.2847847847847848","0.8503313168929499","0.8625833333333334","508.18819870864354"
"64","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.18785452118785453","0.17644917644917646","0.3133133133133133","0.8978945529899348","0.934","511.3026148745049"
"66","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15206873540206872","0","0.15206873540206872","0.8244280307185957","0.5673333333333334","502.7473928977549"
"65","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.182349015682349","0.182349015682349","0","0.9252296126867947","1","501.1841257163194"
"67","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1463963963963964","0.15015015015015015","0.14605514605514605","0.7963437801606272","0.6149166666666667","489.906843357924"
"68","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1448948948948949","0.1016016016016016","0.15355355355355355","0.8662965073882172","0.6264166666666666","491.73028685648427"
"69","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17167167167167166","0.09309309309309309","0.19786453119786454","0.8257397797214123","0.6605833333333333","504.3379473576543"
"70","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15523857190523857","0.06906906906906907","0.19832332332332334","0.7404277807630306","0.6631666666666667","495.6741022707672"
"71","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1682515849182516","0.11971971971971972","0.20291720291720292","0.8012312018649166","0.6748333333333333","506.5659362588318"
"72","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17500834167500834","0.1344678011344678","0.21554888221554888","0.8507514140451223","0.7155","483.49643303315867"
"73","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1712545879212546","0.12827112827112827","0.23143143143143144","0.801163484331872","0.74625","519.5594157041326"
"74","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17250583917250584","0.136011011011011","0.24549549549549549","0.8144939393939394","0.7955","506.6704513198978"
"75","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19744744744744744","0.1748415081748415","0.2652652652652653","0.8492113789444948","0.866","507.8481166674623"
"76","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19294294294294295","0.17247247247247247","0.2952952952952953","0.864525709756449","0.9015","506.45027823161337"
"77","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19019019019019018","0.17990717990717991","0.3033033033033033","0.8509040935672514","0.904","545.7738834325072"
"79","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14514514514514515","0","0.14514514514514515","0.8295977015574767","0.6460833333333333","495.2117843610435"
"78","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.2097097097097097","0.2097097097097097","0","0.9639690002651816","1","495.86336680057"
"80","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14431097764431097","0.024024024024024024","0.15524615524615526","0.8001963391136802","0.63475","464.6783441165641"
"81","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14622956289622957","0.06306306306306306","0.16286286286286286","0.8198851302528998","0.6189166666666667","491.78465956379944"
"82","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15932599265932598","0.08274941608274941","0.18485151818485152","0.760732984815155","0.6141666666666666","484.0023643966679"
"83","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16516516516516516","0.10810810810810811","0.19369369369369369","0.8089383838383838","0.66725","463.5078467132087"
"84","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1429763096429763","0.0868868868868869","0.18304018304018305","0.76400509529366","0.6508333333333334","473.1053249093787"
"85","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15849182515849183","0.09442776109442776","0.2225558892225559","0.7615912280701754","0.7233333333333334","480.5907996890528"
"86","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1697530864197531","0.10567710567710567","0.2594594594594595","0.7480343985502982","0.7480833333333333","488.81892441330496"
"87","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16566566566566568","0.13313313313313313","0.23073073073073072","0.8181597515944947","0.7694166666666666","479.84920450694636"
"88","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17951284617951285","0.15415415415415415","0.25558892225558894","0.8318843866171004","0.8425833333333334","513.3993896842984"
"89","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.20103436770103436","0.18288288288288287","0.29179179179179177","0.8815661134163209","0.9066666666666666","496.72178559262005"
"92","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16341341341341342","0","0.16341341341341342","0.8398566785775055","0.5970833333333333","485.8404870645804"
"90","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.21646646646646647","0.2093912093912094","0.29429429429429427","0.9011881825607126","0.954","497.5061666642903"
"91","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.20829162495829162","0.20829162495829162","0","0.9538111200106795","1","496.03944892292793"
"93","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14531197864531198","0.04004004004004004","0.15488215488215487","0.8067398775353999","0.61","517.2809889316941"
"94","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1549049049049049","0.06506506506506507","0.17287287287287287","0.779089409441752","0.6190833333333333","483.0051249299273"
"95","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1589089089089089","0.06406406406406406","0.19052385719052387","0.7656605429447494","0.6168333333333333","492.90892760686216"
"96","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13288288288288289","0.06456456456456457","0.16704204204204204","0.7323138522703494","0.63225","456.4077486454811"
"97","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15123456790123457","0.0868868868868869","0.1971971971971972","0.7643489428203714","0.6975","496.2655839682383"
"98","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1668335001668335","0.11044377711044377","0.22322322322322322","0.7756","0.6944166666666667","494.5577527211236"
"99","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.2056222889556223","0.1668811668811669","0.2598598598598599","0.8481744424473049","0.78775","513.5770735995644"
"100","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.18543543543543545","0.1403903903903904","0.2755255255255255","0.8025066576698155","0.8351666666666666","493.8000477732578"
"101","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15724057390724058","0.12345679012345678","0.2585919252585919","0.790153050397878","0.829","495.6061031267358"
"102","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16616616616616617","0.13733733733733733","0.3103103103103103","0.7910973226238287","0.8999166666666667","520.0303614305415"
"103","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1947781114447781","0.18564018564018564","0.2952952952952953","0.9060314063061539","0.95","497.4910074984978"
"105","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14406072739406073","0","0.14406072739406073","0.8003798687512063","0.5935833333333334","519.4050264012586"
"104","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19035702369035704","0.19035702369035704","0","0.9288174992696465","1","509.90030241003393"
"106","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16941941941941943","0.0970970970970971","0.175994175994176","0.829781601838175","0.6386666666666667","480.030782850427"
"107","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16091091091091092","0.056056056056056056","0.18188188188188187","0.824650078139256","0.6525","494.40513509324256"
"108","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14497831164497832","0.05105105105105105","0.17628739850962072","0.7380171461449943","0.6210833333333333","494.18843832656023"
"109","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15173506840173506","0.07157157157157157","0.1918168168168168","0.7454271028037383","0.6661666666666667","495.112976848281"
"110","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13588588588588588","0.0868868868868869","0.17088517088517088","0.7590011663597299","0.65975","494.3680206457823"
"111","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14347681014347682","0.08441775108441775","0.20253586920253586","0.7250968998907537","0.74875","490.8968076181351"
"112","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17492492492492492","0.12927212927212928","0.23883883883883883","0.8023174535050072","0.7489166666666667","498.8667148942704"
"113","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.18143143143143142","0.15503003003003002","0.23423423423423423","0.8633567049808429","0.8115","486.66092567313757"
"114","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1797630964297631","0.15003892781670558","0.2689356022689356","0.813054369682908","0.8839166666666667","510.85776758340245"
"115","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19678011344678012","0.17707707707707707","0.2952952952952953","0.8722269325416367","0.908","502.8717664808111"
"116","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1916916916916917","0.1810901810901811","0.3083083083083083","0.8966042065564259","0.96","492.88968977820286"
"118","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15306973640306973","0","0.15306973640306973","0.8273025431425977","0.58375","488.54033322052686"
"117","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19135802469135801","0.19135802469135801","0","0.9330410055216507","1","503.4771126952429"
"119","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13480146813480146","0.04504504504504504","0.14296114296114296","0.8203382842916195","0.54325","530.6822211124869"
"120","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15156823490156823","0.08008008008008008","0.16586586586586585","0.828984608328747","0.6245833333333334","497.7553672232431"
"121","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.13588588588588588","0.05739072405739072","0.1620509398287176","0.7239080622058522","0.5926666666666667","510.40545708688944"
"122","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16341341341341342","0.08483483483483484","0.20270270270270271","0.7903416198740854","0.6550833333333334","498.91143496098266"
"123","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1704204204204204","0.0938938938938939","0.22508222508222508","0.7538342312085287","0.6693333333333333","493.2332387502502"
"124","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17158825492158825","0.11628294961628295","0.22689356022689355","0.7871280343542375","0.74225","503.61424228767993"
"125","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15423757090423756","0.11497211497211497","0.2092092092092092","0.7766008112493239","0.7104166666666667","498.6087081618669"
"126","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17208875542208876","0.13813813813813813","0.23998998998999","0.8119031992244304","0.7875833333333333","492.45686259967874"
"127","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.18702035368702036","0.15971527082638193","0.2689356022689356","0.8256764796579013","0.8120833333333334","498.8405446741549"
"128","false","false","30","10","10","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.20245245245245244","0.18518518518518517","0.2887887887887888","0.8664988463123198","0.93","505.53502038112055"
"129","false","false","30","10","11","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.19953286619953287","0.19182819182819183","0.28428428428428426","0.9164879598662208","0.958","520.2422574238054"
"131","false","false","30","10","0","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.14839839839839838","0","0.14839839839839838","0.8344107180194615","0.6070833333333333","494.3858941057369"
"130","false","false","30","10","12","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.20779112445779113","0.20779112445779113","0","0.9364374816004282","1","495.1483359500859"
"132","false","false","30","10","1","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.15648982315648982","0.03003003003003003","0.16798616798616797","0.793010447761194","0.6476666666666666","478.67991541582336"
"133","false","false","30","10","2","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16257924591257925","0.07957957957957958","0.17917917917917917","0.81021629895673","0.5991666666666666","513.8001468444603"
"134","false","false","30","10","3","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.16524858191524858","0.06806806806806807","0.19764208653097542","0.7849991591262848","0.6760833333333334","498.5585570123387"
"135","false","false","30","10","4","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.147313980647314","0.05980980980980981","0.19106606606606608","0.7057436391090978","0.6573333333333333","483.5008587197856"
"136","false","false","30","10","5","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1757590924257591","0.08168168168168168","0.24295724295724297","0.7402914254073722","0.7268333333333333","478.0325211046411"
"137","false","false","30","10","6","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1419753086419753","0.10760760760760761","0.176343009676343","0.8167862514688602","0.72125","471.3410861685745"
"138","false","false","30","10","7","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.2007007007007007","0.1452881452881453","0.2782782782782783","0.8131061239035984","0.76925","504.4083522824803"
"139","false","false","30","10","8","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.17367367367367367","0.13851351351351351","0.243993993993994","0.8296709253922511","0.78625","502.1568193290973"
"140","false","false","30","10","9","5","5","5","50","50","2","40","50","50","5","5","2","1","1000","0.1754254254254254","0.15459904348793238","0.23790457123790457","0.8147695197337137","0.8444166666666667","498.64788461821934"
